centroid_group,count_listings,count_licenses,license_dict,status_dict,license_exceed_type,ISD_adress_dict,host,host_id,alias_dict,shared_license,avg_USD/night,mean_latitude,mean_longitude,GCODE_office,GCODE_house_number,GCODE_road,GCODE_neighbourhood,GCODE_suburb,GCODE_city,GCODE_county,GCODE_state,GCODE_postcode,GCODE_country,GCODE_country_code,GCODE_building,GCODE_hamlet,GCODE_quarter,GCODE_tourism,GCODE_square,GCODE_shop,GCODE_commercial,GCODE_amenity,GCODE_man_made,GCODE_residential,GCODE_railway,GCODE_historic,GCODE_leisure,GCODE_city_block,GCODE_town,GCODE_natural,GCODE_aeroway,GCODE_military,GCODE_retail,GCODE_place,confidence,max_listing_distance,avg_listing_distance,std_listing_distance,ISD_found
0-249s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Teresa & Jonathan,299340250,{'nan': 1},False,39.0,42.32397,-71.06857,,245,Norfolk Avenue,Uphams Corner,South End,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-75s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Alex,102875095,{'nan': 1},False,251.0,42.326440000000005,-71.11196,,161,South Huntington Avenue,,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,Olmsted Place,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-89s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Evonify,CorpGroup8,{'212359760.0': 1},False,134.0,42.34407,-71.08315,,200;220,Huntington Avenue,,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,The Midtown Hotel,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-916s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Lance,CorpGroup11,{'71783.0': 1},False,155.0,42.31895,-71.10783,,15,Saint Peter Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
3-8s,1,1,{'413138': 1},{'Active': 1},,{'16 Hubbardston RD 13 2 Dorchester MA 02125': 1},Frank,310681680,{'nan': 1},False,80.0,42.31061,-71.05163,,7,Grampian Way,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-464s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Teresa & Jonathan,299340250,{'nan': 1},False,50.0,42.3232,-71.06881,,54,Marshfield Street,Uphams Corner,South End,Boston,Suffolk County,Massachusetts,01125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-250s,1,1,{'414692': 1},{'Not found (fabricated)': 1},,{'28 Greenbrier ST 15 1 Dorchester MA 02124': 1},Ana,247324615,{'nan': 1},False,209.0,42.381370000000004,-71.0297,,291,East Eagle Street,Day Square,East Boston,Boston,Suffolk County,Massachusetts,02150,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-305s,1,1,{'101723': 1},{'Not found (fabricated)': 1},,{'81 Sydney ST 13 3 Dorchester MA 02125': 1},Bay Village,CorpGroup6,{'285344759.0': 1},False,120.0,42.34896,-71.07079,,,Isabella Street,,Back Bay,Boston,Suffolk County,Massachusetts,02117,United States of America,us,"Boston Fire Department Engine 7, Ladder 17",,,,Park Square,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-911s,1,1,{'988180': 1},{'Not found (fabricated)': 1},,{'88 Alleghany ST 10 Mission Hill MA 02120': 1},Sonder,CorpGroup5,{'224829568.0': 1},False,328.0,42.355340000000005,-71.06061,,,,,Financial District,Boston,Suffolk County,Massachusetts,,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-80s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Mirian,22402141,{'nan': 1},False,100.0,42.38973,-71.00288,,82,Orient Avenue,Orient Heights,,Boston,Suffolk County,Massachusetts,02152,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-194s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Sonder,CorpGroup5,{'224829568.0': 1},False,176.0,42.35882,-71.05385,,2,India Street,Waterfront,Financial District,Boston,Suffolk County,Massachusetts,02109,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-251s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Venn,277913848,{'nan': 1},False,395.0,42.351659999999995,-71.05996999999999,,25,Edinboro Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-217s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Sonder,CorpGroup5,{'224829568.0': 1},False,157.0,42.35887,-71.05320999999999,,,McKinley Square,Dock Square,Financial District,Boston,Suffolk County,Massachusetts,02109,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-465s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Murat,84799963,{'nan': 1},False,99.0,42.35646,-71.16429000000001,,49,Gerrish Street,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-252s,1,1,{'416649': 1},{'Active': 1},,{'10 G ST 06 South Boston MA 02127': 1},John And Kay,270846829,{'nan': 1},False,150.0,42.33556,-71.04459,,504,East Broadway,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-76s,1,1,{'414141': 1},{'Active': 1},,{'121 School ST 11 1 Roxbury MA 02119': 1},Booker,187813188,{'nan': 1},False,150.0,42.31647,-71.10133,,164,School Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-253s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},Boston Park Plaza,CorpGroup26,{'243931054.0': 1},False,164.0,42.3507,-71.07212,,31,Saint James Avenue,,Back Bay,Boston,Suffolk County,Massachusetts,02117,United States of America,us,Park Square Building,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-77s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Ken,156053359,{'nan': 1},False,45.0,42.291140000000006,-71.06664,,129A,Centre Street,Dorchester Center,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-78s,1,1,{'413525': 1},{'Active (limit exceeded)': 1},listing,{'422 Bowdoin ST 15 2 Dorchester MA 02122': 1},Eder,CorpGroup23,{'25203946.0': 1},False,2627.0,42.29762,-71.05248,,43,Mill Street,Fields Corner,Dorchester,Boston,Suffolk County,Massachusetts,02122,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-79s,1,1,{'408224': 1},{'Active (limit exceeded)': 1},listing,{'65 Appleton ST 05 Boston MA 02116': 1},Gearoid (Griff),23576640,{'nan': 1},False,80.0,42.345009999999995,-71.07353,,13,Dartmouth Place,South End,South End,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-147s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Sonder,CorpGroup5,{'224829568.0': 1},False,248.0,42.35694,-71.05363,,274,Franklin Street,Waterfront,Financial District,Boston,Suffolk County,Massachusetts,02110,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-254s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Mo,200455160,{'nan': 1},False,100.0,42.34342,-71.15590999999999,,19,Portina Road,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-257s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Blueground,CorpGroup3,{'107434423.0': 1},False,136.0,42.3498,-71.14950999999999,,4-12,Elko Street,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-275s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Blueground,CorpGroup3,{'107434423.0': 1},False,200.0,42.34174,-71.05195,,167,West Second Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-121s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Evonify,CorpGroup8,{'212359760.0': 1},False,172.0,42.351259999999996,-71.06485,,232,Tremont Street,Chinatown,Beacon Hill,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-81s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Enia,247641760,{'nan': 1},False,345.0,42.33258,-71.08202,,35,Williams Street,Nubian Square,South End,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-255s,1,1,{'414419': 1},{'Active': 1},,{'16 Howes ST 13 1 Dorchester MA 02125': 1},Piter & Stacy,30342817,{'nan': 1},False,45.0,42.317170000000004,-71.05874,,20,Pleasant Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-82s,1,1,{'413505': 1},{'Active': 1},,{'133 Bourne ST 19 2 Roslindale MA 02130': 1},Jay,2006852,{'nan': 1},False,159.0,42.29013,-71.11434,,77,Bourne Street,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02131-3025,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-466s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},Boston Park Plaza,CorpGroup26,{'243931054.0': 1},False,971.0,42.35132,-71.0698,,50,Park Plaza,Downtown Crossing,Beacon Hill,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,Boston Park Plaza,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-256s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Ann,CorpGroup19,{'41932249.0': 1},False,62.0,42.32154,-71.08866,,146,Dale Street,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-83s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Shahnaz,248657295,{'nan': 1},False,75.0,42.31082,-71.0568,,99,Auckland Street,Savin Hill,Dorchester,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-221s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},Barsala,CorpGroup9,{'8534462.0': 1},False,248.0,42.35629,-71.06056,,1,Hamilton Place,Downtown Crossing,Financial District,Boston,Suffolk County,Massachusetts,02108,United States of America,us,,,,,Pemberton Square,,,Orpheum Theatre,,,,,,,,,,,,,unknown (too few),,,,False
0-467s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Shahnaz,248657295,{'nan': 1},False,75.0,42.31053,-71.05656,,130,Auckland Street,Savin Hill,Dorchester,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-453s,1,1,{'413137': 1},{'Active': 1},,{'16 Hubbardston RD 13 1 Dorchester MA 02125': 1},Frank,310681680,{'nan': 1},False,66.0,42.31048,-71.05319,,,Southeast Expressway,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-9s,1,1,{'022903': 1},{'Not found (fabricated)': 1},,{'4 Centre PL 11 4 Roxbury MA 02119': 1},STARS,CorpGroup16,{'266312920.0': 1},False,102.0,42.34152,-71.15477,,14,Embassy Road,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-84s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Kat,CorpGroup29,{'133927887.0': 1},False,250.0,42.346309999999995,-71.08378,,39,Dalton Street,,Back Bay,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,Sheraton Boston Hotel,Carl W. Joyce Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
3-10s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,43.0,42.32632,-71.09557,,59,Fort Avenue,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-148s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Evonify,CorpGroup8,{'212359760.0': 1},False,208.86,42.32078,-71.10461,,55,Mozart Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-85s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Wang,166004722,{'nan': 1},False,50.0,42.356,-71.15814,,58,Cresthill Road,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-258s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Together We,CorpGroup12,{'21184200.0': 1},False,164.0,42.352709999999995,-71.07649,,260,Clarendon Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,,,,,,,,,Clarendon Street Play Area,,,,,,,,unknown (too few),,,,False
0-468s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Ann,CorpGroup19,{'41932249.0': 1},False,88.0,42.3222,-71.08923,,,Washington Street,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,Shelburne Community Center,,,,,,,,,,,,,unknown (too few),,,,False
0-469s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Mo,200455160,{'nan': 1},False,90.0,42.34228,-71.15422,,163,Chestnut Hill Avenue,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-86s,1,1,{'413946': 1},{'Active': 1},,{'49 Batchelder ST 08 2 Roxbury MA 02119': 1},John,248463000,{'nan': 1},False,49.0,42.32157,-71.06934,,34,East Cottage Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-470s,1,1,{'386945': 1},{'Active': 1},,{'68 Welles AVE 17 2 Dorchester MA 02124': 1},Eddie & Nayeli,102027626,{'nan': 1},False,79.0,42.288090000000004,-71.06764,,107,Ocean Street,Ashmont,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-87s,1,1,{'415841': 1},{'Active': 1},,{'4 Thwing ST 11 Roxbury MA 02119': 1},John,69967323,{'nan': 1},False,80.0,42.323570000000004,-71.09363,,5,Thwing Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-810s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,49.0,42.324220000000004,-71.09621,,116,Marcella Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-918s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,49.0,42.32418,-71.09397,,67,Beech Glen Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-91s,1,1,{'390690': 1},{'Not found (fabricated)': 1},,{'320 Savin Hill AVE 13 3 Dorchester MA 02125': 1},Temple Place,CorpGroup13,{'205269848.0': 1},True,138.0,42.35541,-71.06293000000001,,141,Tremont Street,Chinatown,Beacon Hill,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-88s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Lorena & Ivan (Myhomelike),28749942,{'nan': 1},False,120.0,42.36224,-71.07004,,215,Charles Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,The Liberty Hotel,,,,,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
0-260s,1,1,{'418861': 1},{'Active (limit exceeded)': 1},listing,{'45 Bayard ST 22 Boston MA 02134': 1},John,15154687,{'nan': 1},False,54.0,42.35925,-71.13256,,89,Easton Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134-1420,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-6s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,49.0,42.32653,-71.09753,,,Tremont Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,Roxbury Community College,,,,,,,,,,,,,unknown (too few),,,,False
9-51s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,46.0,42.32503,-71.09586,,31,Beech Glen Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-676s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Murat,84799963,{'nan': 1},False,59.0,42.35566,-71.16569,,153,Bigelow Street,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-89s,1,1,{'414601': 1},{'Active': 1},,{'238 Saratoga ST 01 1 East Boston MA 02128': 1},Ella,7427795,{'nan': 1},False,180.0,42.377340000000004,-71.03185,,319,Paris Street,Day Square,East Boston,Boston,Suffolk County,Massachusetts,0212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-90s,1,1,{'': 1},{'Not found (fabricated)': 1},,{'99 Lake Shore Rd 22 99-4 Brighton MA 02135': 1},Joseph,261646616,{'nan': 1},False,108.0,42.3168,-71.05842,,33,Mayfield Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-91s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Jen,CorpGroup30,{'163251048.0': 1},False,799.0,42.35244,-71.06127,,,Phillips Square Tactical Plaza,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-92s,1,1,{'411741': 1},{'Active': 1},,{'135 Cedar ST 11 1 Roxbury MA 02119': 1},An,1173513,{'nan': 1},False,90.0,42.32665,-71.0943,,10,Cedar Park,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-90s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,49.0,42.32347,-71.09376999999999,,5,Thwing Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-259s,1,1,{'398249': 1},{'Active': 1},,{'589 Saratoga ST 01 2 East Boston MA 02128': 1},Lance And Shelly,139072570,{'nan': 1},False,55.0,42.38143,-71.02315,,589,Saratoga Street,Day Square,East Boston,Boston,Suffolk County,Massachusetts,0212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-93s,1,1,{'418861': 1},{'Active (limit exceeded)': 1},listing,{'45 Bayard ST 22 Boston MA 02134': 1},John,15154687,{'nan': 1},False,57.0,42.35926,-71.1315,,72,Easton Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134-1420,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
3-69s,1,1,{'Missing': 1},{'No license claimed': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,46.0,42.32598,-71.09608,,2,Marcella Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
3-9s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Shahnaz,248657295,{'nan': 1},False,75.0,42.312329999999996,-71.05575,,64,Auckland Street,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-471s,1,1,{'418861': 1},{'Active (limit exceeded)': 1},listing,{'45 Bayard ST 22 Boston MA 02134': 1},John,15154687,{'nan': 1},False,57.0,42.359190000000005,-71.13223,,85,Easton Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134-1420,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-271s,1,1,{'415972': 1},{'Active': 1},,{'154 Saratoga ST 01 East Boston MA 02128': 1},Izzy,1407005,{'nan': 1},False,88.0,42.369209999999995,-71.01966999999999,,,Service Road,Day Square,East Boston,Boston,Suffolk County,Massachusetts,02150,United States of America,us,,,,,,,,,,,,,,,,,Terminal E,,,,unknown (too few),,,,True
0-678s,1,1,{'415193': 1},{'Expired/Void/Revoked': 1},,{},Maria,229143484,{'nan': 1},False,70.0,42.280159999999995,-71.07325,,144,Wilmington Avenue,Ashmont,Dorchester,Boston,Suffolk County,Massachusetts,02124,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-346s,1,1,{'101772': 1},{'Not found (fabricated)': 1},,{'45 Bayard ST 22 Boston MA 02134': 1},Bay Village,CorpGroup6,{'244600805.0': 1},False,107.0,42.349059999999994,-71.07042,,25,Isabella Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,,,,,Park Square,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-677s,1,1,{'418861': 1},{'Active (limit exceeded)': 1},listing,{'45 Bayard ST 22 Boston MA 02134': 1},John,15154687,{'nan': 1},False,58.0,42.35989,-71.13243,,121,Franklin Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134-1409,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-261s,1,1,{'414596': 1},{'Not found (fabricated)': 1},,{'76 Business ST 18 Hyde Park MA 02136': 1},Hesham,158837906,{'nan': 1},True,325.0,42.3259,-71.11215,,150,South Huntington Avenue,,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,VA Boston Healthcare System-Jamaica Plain,,,,,,,,,,,,,unknown (too few),,,,True
